id,area,name,type,type2,summary,address,tel,payex,serviceTime,tw97x,tw97y,totalcar,totalmotor,totalbike,totalbus,Pregnancy_First,Handicap_First,Taxi_OneHR_Free,AED_Equipment,CellSignal_Enhancement,Accessibility_Elevator,Phone_Charge,Child_Pickup_Area,FareInfo,EntranceCoord,totallargemotor,ChargingStation
1850-4,文山區,群旺企業社景隆營業所,2,,大型車0格；小型車73格；機車0格,,,"計時:20元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租:4,700元/月",24小時,304870.94211,2765728.82792,73,0,0,0,,,,,,,,,{},{},,
1856-1,內湖區,天成車業服務股份有限公司行愛停車場,2,,大型車0格；小型車49格；機車0格,,0953038368,"計時：60元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。月租：8,000元/月",24小時,308480.96177,2773031.01283,49,0,0,0,,,,,,,,,{},{},,
187,信義區,松山工農地下停車場,1,1,立體式小型車239格(含身心障礙停車位5格)。立體式機車189格(含身心障礙停車位4格)。,忠孝東路5段236巷15號地下,2345-0672,小型車全日月票5200元 小型車周一至周五計時30元，周六、日與行政機關放假之紀念日與民俗日計時40元 機車計時10元(當日當次最高收費上限20元，隔日另計)，月票300元；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,00:00:00~23:59:59,307749.503,2770283.78,239,189,0,0,4,5,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~24', 'Fare': '30'}], 'Holiday': [{'Period': '00~24', 'Fare': '30'}]}","{'EntrancecoordInfo': [{'Xcod': '25.039022', 'Ycod': '121.572496', 'Address': '忠孝東路五段372巷28弄'}]}",2,2
1873-4,大安區,好庭車大安停車場,2,,大型車:0格，小型車:122格，機車:0格,信義路4段88號地下2-3層,27088338,"計時：50元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：6,000元/月。",24小時,305248.54310,2769541.06260,124,0,0,0,,,,,,,,,{},{},,
188,信義區,松山車站地下停車場,1,1,立體式小型車431格(含身心障礙停車位16格)。,松山路11號地下,2759-0666,周一至周四計時40元，周五至周日與行政機關放假之紀念日、民俗日計時50元(當日當次收費上限300元，隔日另計) 全日月票5500元，日間月票3600元(7-19) ；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,00:00:00~23:59:59,308353.119,2771273.92,431,0,0,0,8,16,0,0,0,0,0,0,"{'WorkingDay': [{'Period': '00~08', 'Fare': '30'}, {'Period': '08~22', 'Fare': '40'}, {'Period': '22~24', 'Fare': '30'}], 'Holiday': [{'Period': '00~08', 'Fare': '30'}, {'Period': '08~22', 'Fare': '40'}, {'Period': '22~24', 'Fare': '30'}]}","{'EntrancecoordInfo': [{'Xcod': '25.048115', 'Ycod': '121.578405', 'Address': '松隆路'}]}",1,4
1890-6,內湖區,聯永物業股份有限公司內湖七站,2,,大型車:0格，小型車:15格，機車:0格,西湖段四小段27地號 瑞光路316巷37號旁空地,2786-7755,"50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全天5,000元。",24小時,307827.01520,2774248.87830,16,0,0,0,,,,,,,,,{},{},,
1892-5,中正區,牯嶺街平面停車場,2,,大型車:0格，小型車:8格，機車:0格,南海段三小段798地號 牯嶺街52號旁空地,2568-3773,"100元/時。停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：全天10,000元。",24小時,302171.65870,2769093.88860,9,0,0,0,,,,,,,,,{},{},,
1900-6,信義區,藶峰有限公司松山營業所,2,,大型車:0格，小型車:0格，機車:1625格,松山路11號地下1層,2732-7837,"計時：40元/時，全程以半小時計費(當日當次最高收費上限80元，隔日另計。)月租：1,200元/月。",24小時,308223.77666,2771357.10575,0,1625,0,0,,,,,,,,,{},{},,
1904-6,萬華區,Times 昆明街,2,,一般平面式小型車8格(含身心障礙停車位1格),漢中段3小段259、260地號；昆明街185號後方空地(187巷內),2504-6098,計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,24小時,300908.02520,2770233.26530,9,0,0,0,,,,,,,,,{},{},,
1911-4,中正區,臺北市客家文化中心附設地下停車場,2,,大型車0格；小型車63格；機車55格,,02-2369-1198,"計時:小型車40元/時，全程以半小時計費。月租:小型車17,400元/3個月(24H)、日間:8,700/3個月(周一至周五08-20)、夜間:8,700/3個月(20-08)",24小時,303026.35575,2768116.42101,63,55,0,0,,,,,,,,,{},{},,
1914-4,內湖區,USPACE SCI 瑞光大樓停車場,2,,大型車:0格，小型車:166格，機車:0格,瑞光路585號地下2至5層,2655-0818,"80元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:8,000元/月",24小時,307241.84220,2774785.05608,169,0,0,0,,,,,,,,,{},{},,
1921-5,內湖區,天成舊宗停車場(松山、內湖保管場),2,,大型車:0格，小型車:32格，機車:10格,舊宗段59-10地號(部分面積1116.83平方公尺)；新湖二路191巷17號斜對面空地,2796-1088,"計時：每小時60元。停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。計次：每日200元。月租：8,000元。違規拖吊保管費:小型車每半日100元/次，機車每半日25元/次。每半日計費1次，逾1小時未滿12小時者以半日計，未滿1小時免收保管費",24小時,308507.01990,2772689.20450,33,11,0,0,,,,,,,,,{},{},,
1922-2,南港區,Times 南港路,2,,一般平面式小型車30格(含身心障礙停車位1格),南港路1段287巷2弄1號旁空地，南港段2小段669、670、670-1地號。,2504-6098,計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,24小時,311408.20635,2771881.35186,31,0,0,0,,,,,,,,,{},{},,
1923-5,信義區,筌壹企業(股)公司站前營業所,2,,大型車:0格，小型車:58格，機車:0格,忠孝東路5段15巷15號,2994-2818,"計時：50元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計（當日當次最高收費上限250元）。月租：全日5,000元/月。",24小時,302232.16510,2771395.54640,59,0,0,0,,,,,,,,,{},{},,
1925,中正區,嘟嘟房牯嶺2站停車場,2,,大型車:0格，小型車:89格，機車:0格,牯嶺街101號,2655-0818,"計時60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。月租:8,000元。",24小時,302395.26980,2768728.13680,91,0,0,0,,,,,,,,,{},{},,
1927,松山區,台灣聯通復興北停車場,2,,大型車:0格，小型車:26格，機車:0格,南京東路3段256巷11號,2523-5000#135,80元/時，停車逾1小時以上者，未滿半小時以半小時計費，8000元/月,24小時,304954.53680,2771551.68680,27,0,0,0,,,,,,,,,{},{},,
193,松山區,松山國小地下停車場,1,1,立體式小型車286格(含身心障礙停車位6格)。立體式機車135格(含身心障礙停車位4格)。,八德路四段746號,2747-5478,小型車：周一至周四計時40元，周五至周日與行政機關放假之紀念日、民俗日計時50元，全日月票4800元，夜間月票2000元(19-8) 機車：計次20元；月票300元；本場實施差別費率，停放於電動車格之車輛，依該場停車費率每小時加收10元，未充電者每小時再加收10元(合計每小時加收20元)。,00:00:00~23:59:59,308340.173,2771497.53,282,136,0,0,5,6,0,0,0,0,0,0,{},{},5,2
1933-5,大安區,復興站停車場,2,,一般平面式小型車6格[含身心障礙停車位1格]。,復興段二小段377地號 復興南路1段219巷7號空地,2708-6610,"計時：300元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租：全日30,000元/月",24小時,304946.72161,2770223.54417,7,0,0,0,,,,,,,,,{},{},,
1934-5,中山區,嘟嘟房新興國中站停車場,2,,大型車0格；小型車84格；機車0格,,02-2655-0818,"計時:80元/時，停車未滿1小時以1小時計算，逾1小時以上，未滿半小時以半小時計算。月租:8,000元/月。",24小時,303044.91540,2772630.64993,84,0,0,0,,,,,,,,,{},{},,
194,信義區,臺北文創停車場,1,2,計有560個小型車格，1258個機車格,菸廠路88號,2523-5000#135,汽車計時:80元/時，機車計時:10元/時，全程以半小時計。汽車月租:全天8000元/月，機車月租:全天800元/月。機車計次:一日30元/次(隔日另計),00:00:00~23:59:59,306701.169,2770841.79,560,1258,0,0,0,11,0,0,0,0,0,0,{},{},0,0
1945,中正區,NaviPark牯嶺場,2,,一般平面式小型車10格(含身心障礙停車位1格)。,南海段三小段689、690、691-1、692、693-1地號 轱嶺街61-6號旁空地,2511-0508,計時：100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,24小時,302200.32430,2769107.04060,11,0,0,0,,,,,,,,,{},{},,
1949-4,信義區,松興大樓地下停車場,2,,建物附設立體式小型車21格(含身心障礙停車位1格)。,松隆路36號地下2樓,2568-3773,"月租：10,000元/月。",24小時,307275.50841,2770708.50495,22,0,0,0,,,,,,,,,{},{},,
195,萬華區,新糖廊公園地下停車場,1,2,為地下停車場，計有70個小型車格,大理街160巷2號地下,2252-5022,計時20元，全日月票最高4800元，全日里民優惠月票最高3000元 ,00:00:00~23:59:59,299906.178,2769594.70,70,0,0,0,1,2,0,0,0,0,0,0,{},{},0,0
1952,萬華區,台灣聯通阿曼TIT停車場,2,,大型車:0格，小型車:21格，機車:257格,西寧南路123號B2、B3,2523-5000,"汽車：100元/時,停車未滿1小時以1小時計,如逾1小時以上,未滿半小時以半小時計。機車:當日計次100元(隔日另計)，月租1000元。",24小時,301131.89790,2770800.92550,22,262,0,0,,,,,,,,,{},{},,
196,內湖區,石潭平面停車場,1,2,一般平面式小型車70格(含身心障礙停車位2格)。,民權東路6段與成功路2段旁,2504-6290,計時40元，全日月票7200元 ,00:00:00~23:59:59,309759.661,2773471.27,70,0,0,0,0,2,0,0,0,0,0,0,{},{},,
1970,信義區,昶泰事業有限公司松仁營業所,2,,大型車:0格，小型車:14格，機車:0格,信義段三小段52-7、52-11地號 松仁路135號旁空地,8786-2685,60元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租:8000元/月,24小時,307389.37730,2769600.02720,15,0,0,0,,,,,,,,,{},{},,
1977-3,內湖區,168停車聯盟-環山場,2,,大型車:0格，小型車:30格，機車:0格,碧湖段四小段1064-4、1065-2地號 環山路2段25巷巷口旁空地,2754-6661#18,"計時:100元/時，全程以半小時計。月租：10,000元",24小時,307674.39770,2775403.09222,31,0,0,0,,,,,,,,,{},{},,
1979-2,士林區,天玉街停車場,2,,大型車:0格，小型車:18格，機車:0格,天母段二小段233、234、235-1、235-2、239、242地號 天玉街38巷18弄6-1號旁空地,2778-5756,100元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。,24小時,303445.34730,2779093.63920,19,0,0,0,,,,,,,,,{},{},,
1980-2,文山區,啟鑫開發有限公司瀚星站停車場,2,,立體式小型車42格(含身心障礙停車位1格)。,,0970-680863,"平日30元/時，假日50元/時。月租：全日4,500/月。",24小時,304897.53352,2765041.80994,42,0,0,0,,,,,,,,,{},{},,
1983-2,內湖區,大潤發流通事業股份有限公司南湖分公司之收費停車場,2,,大型車:0格，小型車:83格，機車:364格,舊宗路1段188號地上1層,2795-2888#156,"機車：30元/時。小型車：60元/時。停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。消費者憑消費發票，不計金額可抵1小時停車費，滿2,000元可抵2小時停車費，滿3,000元可抵3小時停車費，以此類推，最多可抵5小時",24小時,308101.98130,2772868.39700,91,372,0,0,,,,,,,,,{},{},,
1986-1,中山區,永峰典華停車場,2,,大型車0格；小型車22格；機車0格,,02-2827-1868,"計時:40元/時(周一至四)，60元/時(週五至日)，停車未滿1小時以1小時計，逾1小時以上，未滿半小時以半小時計。月租:全天6,000元/月，日間:4,000元/月(09-18)，夜間2,000元/月(18-09)",24小時,305885.04751,2775181.35395,22,0,0,0,,,,,,,,,{},{},,
199,中正區,臺北車站西側地上停車場,1,2,立體式小型車179格(含身心障礙停車位4格),北平西路3號B1(西側),2371-5336,"計時：小型車100元/時、機車30元/時，全程以半小時計費。 月租：小型車10,000元/月、機車3,000元/月。",00:00:00~23:59:59,302128.103,2771177.47,98,153,0,0,2,2,0,0,0,0,0,0,{},{},,
1992,中山區,嘟嘟房大直站停車場,2,,一般平面式小型車49格[含身心障礙停車位1格]。,金泰段81-26地號；敬業一路141號旁空地,2655-0818,"計時：80元/時，未滿1小時以1小時計，逾1小時以上未滿半小時以半小時計。月租：8,000元/月。",24小時,305744.09090,2775233.33870,50,0,0,0,,,,,,,,,{},{},,
1996-5,士林區,嘟嘟房士林基河站停車場,2,,一般平面式小型車47格(含身心障礙停車位1格)。,光華段二小段1034、1035、1036地號 基河路240巷10號對面,2655-0818#5815,"計時：150元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。月租：8,000元/月。",24小時,302501.65530,2775959.43650,48,0,0,0,,,,,,,,,{},{},,
2-21,信義區,嘟嘟房世貿一館站停車場,2,,建物附設立體式小型車335格[含身心障礙停車位6格，孕婦、育有6歲以下兒童停車位6格]。,信義路5段5號B1,2655-0818,"計時：日間(08-22)展覽期間100元/時、非展覽期間70元/時，夜間(22-08)40元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計費。全日月租10,000元/月。",24小時,306793.01785,2769567.29400,342,0,0,0,,,,,,,,,{},{},,
2000-10,大安區,驛林交通股份有限公司基泰台大站,2,,大型車0格；小型車122格；機車0格,,02-2362-1685#15,"計時；平日80元/時、假日100元/時，停車未滿1小時以1小時計；逾1小時以上者，未滿半小時以半小時計。月租；12,000元/月。",24小時,303696.89646,2767810.89092,122,0,0,0,,,,,,,,,{},{},,
201,中山區,花博公園圓山停車場,1,2,計有105格小型車格,玉門街1號,2705-7716,"計時:40元/時，全程以半小時計費，15分鐘內離場免費。月租:全日6,000元/月，區民全日優惠4,800元/月。",00:00:00~23:59:59,302707.049,2773520.32,107,0,0,0,0,2,0,0,0,0,0,0,{},{},0,0
2012,萬華區,北護停車場,2,,大型車:0格，小型車:31格，機車:0格,內江街87號地下1層,2246-1708#11,"計時:50元/時，全程以半小時計費。月租:全日4,000元/月、日間2,000元/月(星期一至星期五07-20)、夜間2,000元/月(星期一到星期六21-08)。",24小時,300811.71250,2770506.11990,32,0,0,0,,,,,,,,,{},{},,
2015-4,中正區,中華福利站附設平面停車場,2,,大型車:0格，小型車:33格，機車:0格,城中段三小段70、70-1地號 貴陽街1段243號之1對面空地,0989-846-376,"臨停:平日40元/時(當日12小時最高收費250元)，假日50元/時(當日12小時最高收費300元)，全程以半小時計。月租4,500元/月",24小時,301259.75866,2770193.65536,34,0,0,0,,,,,,,,,{},{},,
2019-5,內湖區,宏達經營管理顧問有限公司洲子停車場,2,,建物附設立體式小型車45格(含身心障礙停車位1格)。,洲子街60、62號B1-B3,2283-5158,"小型車50元/時，停車未滿1小時以1小時計，逾1小時以上者，未滿半小時以半小時計。。月租：6,000元/月。",24小時,307759.22380,2774677.85126,46,0,0,0,,,,,,,,,{},{},,
202,文山區,捷運木柵站轉乘停車場,1,2,小型車149格。,木柵路4段135號,2705-7716,"計時：小型車20元/時(06-22)，10元/時(22-06)，全程以半小時計費。月租：小型車全天2,500元/月；日間1,500元/月(平日一至五06-21時)；夜間1,200元/月(19-08時)。機車月租：300元/月。機車計次:20元/次，隔日另計(凌晨2時為基準)。",00:00:00~23:59:59,307866.761,2765744.61,149,168,0,0,0,3,0,0,0,0,0,0,{},{},,
